childFieldId,parentFieldId
F12965,F12870
F3552,F3414
F9050,F8892
F11390,F11261
F14939,F14623
F10289,F10158
F12117,F11874
F16998,F16707
F4591,F4231
F6491,F6329
F6720,F6420
F13324,F13258
F7194,F7118
F15384,F15165
F16685,F16286
F15117,F14718
F8606,F8554
F5720,F5671
F4380,F4108
F9257,F8886
F10105,F9948
F12210,F11950
F16631,F16564
F3159,F3065
F10439,F10214
F10384,F10283
F6264,F6216
F6144,F5909
F10298,F10040
F7228,F6899
F11210,F11155
F13828,F13449
F16385,F16175
F14898,F14621
F8801,F8683
F17596,F17220
F5407,F5080
F2834,F2797
F9105,F8727
F14900,F14734
F4918,F4632
F5399,F5093
F9582,F9419
F16732,F16624
F12138,F11830
F4512,F4472
F10217,F10083
F16597,F16223
F3334,F2935
F12854,F12506
F6626,F6426
F10788,F10719
F7822,F7640
F11171,F11139
F17812,F17725
F11042,F11038
F14945,F14888
F15907,F15508
F8498,F8125
F9070,F8848
F3359,F3066
F11127,F11015
F17602,F17297
F10157,F10154
F14635,F14343
F16351,F16218
F16514,F16416
F6750,F6576
F9571,F9334
F15588,F15272
F8337,F7942
F5303,F5007
F6979,F6692
F16586,F16398
F3032,F3005
F10013,F9822
F13766,F13683
F4140,F4019
F7342,F6971
F12524,F12131
F10326,F10025
F3456,F3085
F9425,F9377
F9158,F9146
F10734,F10576
F13575,F13385
F17415,F17313
F9851,F9778
F6314,F6266
F10504,F10139
F4887,F4584
F14179,F14074
F8127,F7999
F15035,F14746
F9425,F9154
F13121,F13095
F13234,F13231
F15018,F14698
F13284,F13031
F16776,F16643
F6502,F6455
F9914,F9802
F2868,F2620
F4670,F4302
F14715,F14482
F6654,F6459
F12949,F12702
F11547,F11154
F16818,F16468
F16903,F16876
F4694,F4359
F4327,F3959
F11960,F11605
F4091,F3776
F7527,F7293
F4260,F3882
F12767,F12728
F7297,F7061
F14485,F14270
F15363,F15306
F10514,F10311
F13489,F13471
F5693,F5366
F9101,F8903
F11831,F11645
F14126,F13848
F8579,F8471
F9085,F8824
F4481,F4402
F15046,F14854
F9077,F8891
F14948,F14617
F15739,F15370
F3208,F2971
F4146,F3924
F14336,F14302
F10016,F9986
F2782,F2474
F7827,F7562
F4308,F3949
F13176,F13047
F11396,F11277
F6771,F6415
F7507,F7290
F16516,F16200
F4258,F4232
F10318,F9966
F5852,F5836
F13051,F12759
F10786,F10386
F16996,F16777
F16110,F16018
F14038,F13837
F17044,F16966
F16238,F16100
F15240,F15087
F10257,F10184
F12798,F12569
F7301,F7042
F4688,F4580
F5555,F5471
F14974,F14878
F5767,F5608
F14503,F14301
F16170,F15870
F14726,F14546
F13499,F13247
F17247,F17194
F12829,F12518
F8801,F8453
F5694,F5330
F11577,F11197
F13696,F13370
F11659,F11477
F2774,F2383
F7118,F6788
F9794,F9572
F16522,F16358
F15361,F15011
F14548,F14487
F15469,F15467
F12939,F12642
F17884,F17590
F3056,F2989
F13468,F13099
F15754,F15445
F8644,F8598
F14063,F13991
F8182,F7936
F16755,F16676
F15812,F15654
F13362,F13093
F4145,F3778
F12290,F12205
F15623,F15390
F17661,F17441
F11736,F11400
F12180,F12082
F12755,F12485
F14747,F14374
F3761,F3590
F5126,F4977
F3784,F3765
F16543,F16419
F4680,F4544
F4711,F4366
F12748,F12655
F9626,F9228
F17916,F17663
F12302,F12021
F15558,F15435
F6842,F6665
F7529,F7418
F11317,F11221
F11446,F11265
F14339,F14072
F3297,F2973
F5209,F5108
F14827,F14549
F3151,F2824
F5393,F5107
F12721,F12647
F5302,F5147
F12648,F12267
F17245,F16959
F14755,F14637
F2847,F2707
F15270,F14913
F13711,F13499
F10219,F10164
F15669,F15415
F8573,F8433
F9193,F9013
F5949,F5711
F5864,F5861
F8210,F8057
F11632,F11620
F12102,F11948
F16620,F16451
F9269,F9060
F11902,F11632
F13023,F12980
F17432,F17382
F12815,F12706
F8423,F8261
F13837,F13468
F14639,F14619
F4320,F4105
F5390,F5002
F11065,F10682
F6671,F6295
F2963,F2790
F6307,F6170
F4609,F4308
F17335,F17128
F17772,F17665
F4295,F4126
F5076,F4958
F3595,F3549
F5049,F4881
F16495,F16491
F5170,F4963
F16116,F15877
F15776,F15775
F3020,F2991
F7745,F7379
F4262,F4120
F7683,F7367
F5220,F5079
F4871,F4603
F13485,F13143
F7807,F7409
F7125,F6889
F7945,F7729
F8121,F7784
F9906,F9689
F14580,F14405
F4335,F4028
F9163,F8860
F8565,F8450
F5433,F5304
F15027,F14813
F6478,F6146
F10364,F10186
F8872,F8672
F5657,F5449
F6858,F6845
F12920,F12535
F6525,F6274
F5333,F5133
F16125,F16095
F5157,F4858
F8895,F8817
F11249,F10897
F4257,F4122
F16984,F16821
F7391,F7312
F5495,F5378
F7312,F7253
F17292,F17121
F12511,F12306
F5162,F4818
F10974,F10596
F4330,F4162
F10621,F10373
F4068,F3982
F14761,F14551
F10657,F10565
F14154,F13804
F4370,F4196
F16754,F16412
F17859,F17559
F11143,F10779
F15438,F15416
F9268,F8975
F16420,F16285
F10649,F10369
F17425,F17242
F4642,F4589
F4150,F3753
F9378,F9062
F15629,F15399
F10713,F10707
F7653,F7421
F10338,F10317
F11002,F10627
F11190,F10848
F14060,F13819
F14901,F14589
F5397,F5029
F7361,F7057
F16592,F16521
F9597,F9346
F17497,F17104
F12913,F12902
F3519,F3380
F12533,F12426
F8181,F7793
F16066,F15884
F9161,F8970
F8380,F8295
F16830,F16543
F5320,F4959
F9316,F9206
F15728,F15727
F4060,F3742
F4936,F4922
F13390,F13226
F15545,F15273
F9766,F9645
F13621,F13438
F2829,F2775
F3855,F3642
F15149,F14868
F3143,F2943
F15387,F15134
F8459,F8215
F8684,F8498
F4431,F4222
F6899,F6849
F7464,F7302
F11089,F10898
F7170,F6805
F9405,F9147
F4908,F4742
F7949,F7569
F16050,F16018
F10220,F9990
F13418,F13212
F11272,F10945
F4895,F4883
F16747,F16549
F3452,F3411
F8630,F8581
F8117,F7911
F7096,F7014
F9717,F9371
F11556,F11256
F17888,F17589
F6482,F6201
F6457,F6120
F13584,F13352
F17324,F17079
F10361,F10185
F4168,F4075
F7092,F7051
F5492,F5310
F6261,F6025
F10588,F10200
F6436,F6365
F7326,F6981
F11630,F11525
F6817,F6807
F5569,F5248
F13370,F13064
F13698,F13666
F9827,F9613
F14078,F13739
F12538,F12148
F8043,F7857
F10214,F9874
F17568,F17348
F5060,F4933
F8176,F8038
F5148,F5055
F15866,F15494
F12090,F12033
F4932,F4886
F5603,F5502
F13433,F13363
F14380,F13999
F5702,F5468
F7321,F7238
F15101,F15061
F4882,F4666
F17966,F17913
F8402,F8345
F11661,F11599
F8331,F8249
F6543,F6248
F7957,F7716
F10441,F10325
F11188,F11132
F11603,F11493
F14127,F13857
F6588,F6294
F15986,F15913
F16559,F16450
F11852,F11789
F16677,F16408
F7186,F6787
F15155,F14788
F11957,F11776
F9819,F9579
F11252,F11054
F13256,F13091
F16396,F15999
F4114,F3976
F14188,F14069
F5035,F4841
F15562,F15176
F4831,F4678
F9196,F8848
F12166,F12039
F15587,F15210
F3393,F3366
F6467,F6427
F8503,F8244
F10589,F10232
F14703,F14648
F14367,F14246
F14074,F13854
F4398,F4106
F9294,F9005
F9558,F9347
F14196,F13819
F15359,F14963
F6161,F5955
F3350,F3325
F4940,F4693
F16314,F15969
F8392,F8341
F6076,F6039
F6531,F6338
F11410,F11135
F3930,F3534
F9576,F9316
F9911,F9627
F6162,F6045
F5036,F4813
F7480,F7300
F14017,F13879
F3805,F3685
F17854,F17729
F7907,F7555
F8015,F7973
F12499,F12367
F15743,F15513
F6997,F6772
F10719,F10681
F16824,F16646
F12514,F12187
F9351,F9349
F13817,F13498
F3252,F3097
F14798,F14668
F3655,F3448
F9498,F9226
F11983,F11721
F16986,F16806
F3955,F3761
F2907,F2792
F6260,F5900
F9402,F9234
F10725,F10685
F15492,F15224
F9330,F9096
F12304,F11926
F13130,F12997
F7536,F7252
F8081,F7731
F8441,F8131
F12179,F11780
F9254,F9068
F14566,F14217
F13447,F13158
F12122,F11821
F7915,F7859
F17498,F17456
F7084,F6742
F6225,F6042
F5932,F5543
F13463,F13420
F3632,F3455
F14402,F14072
F12327,F12111
F6872,F6816
F11706,F11559
F3211,F2852
F13848,F13588
F13520,F13216
F15427,F15124
F4534,F4374
F7292,F7131
F13634,F13271
F16305,F16072
F10048,F9859
F9948,F9852
F14530,F14384
F16849,F16761
F11576,F11452
F11718,F11603
F10552,F10243
F12891,F12773
F10511,F10257
F4404,F4012
F13848,F13610
F7332,F6932
F17344,F17250
F10775,F10386
F17512,F17158
F13421,F13270
F16199,F15991
F9866,F9829
F16352,F16229
F16649,F16465
F12238,F12047
F7614,F7315
F5811,F5765
F5406,F5405
F14930,F14840
F14511,F14385
F13895,F13629
F4012,F3781
F8789,F8734
F16352,F15966
F9369,F9146
F8315,F8236
F12120,F12036
F11484,F11301
F16412,F16277
F5443,F5353
F10380,F10081
F11203,F10823
F5156,F5067
F8088,F7738
F17749,F17612
F14468,F14261
F6936,F6732
F17163,F16961
F7502,F7341
F17470,F17149
F4984,F4765
F6423,F6042
F7241,F7127
F11091,F10884
F3247,F3089
F11989,F11753
F16518,F16150
F11519,F11308
F6636,F6627
F8875,F8643
F3684,F3636
F2869,F2560
F3723,F3705
F15915,F15556
F4033,F3920
F13425,F13101
F15643,F15567
F3254,F2988
F2998,F2905
F3756,F3665
F4291,F4147
F8938,F8885
F7288,F7101
F8371,F7996
F13856,F13823
F4289,F4227
F6327,F6274
F7660,F7325
F10497,F10214
F16791,F16616
F5795,F5437
F11392,F11359
F16423,F16406
F12490,F12222
F17109,F16889
F17286,F17070
F14859,F14574
F13710,F13606
F3250,F3211
F16150,F15768
F13891,F13587
F11460,F11422
F3712,F3351
F10094,F9892
F12145,F12072
F15223,F15042
F11599,F11549
F16208,F15998
F7365,F7291
F16436,F16094
F9675,F9616
F14882,F14849
F13074,F12756
F10591,F10460
F9638,F9307
F9773,F9612
F16133,F15961
F7261,F7094
F14032,F13639
F7472,F7241
F16635,F16507
F12517,F12264
F17227,F17114
F8275,F7897
F3412,F3048
F13921,F13662
F14939,F14602
F12592,F12212
F14073,F14015
F17560,F17205
F6207,F5875
F9726,F9353
F2945,F2699
F11516,F11248
F12069,F12055
F10034,F9816
F3264,F3192
F12981,F12845
F17844,F17482
F5320,F5178
F6253,F5875
F9092,F8735
F15066,F14802
F17936,F17861
F7779,F7734
F13314,F13123
F8940,F8693
F10242,F9940
F5426,F5111
F6552,F6223
F11034,F10732
F7573,F7285
F13635,F13238
F5539,F5413
F5396,F5057
F7587,F7348
F13015,F12954
F5365,F5174
F15884,F15676
F11597,F11586
F7266,F7112
F14523,F14369
F5616,F5355
F8604,F8323
F9937,F9736
F6136,F6064
F11027,F10709
F13183,F13135
F11478,F11250
F5441,F5167
F8238,F8126
F17622,F17501
F3304,F2963
F3371,F3111
F12334,F12314
F15636,F15278
F7129,F6874
F2815,F2736
F4996,F4889
F16759,F16565
F12044,F11994
F11798,F11447
F8082,F7708
F6734,F6608
F7368,F7195
F12073,F11803
F3815,F3732
F9847,F9471
F7808,F7451
F11987,F11732
F15801,F15614
F14110,F13788
F17437,F17144
F4214,F4163
F14728,F14402
F9512,F9346
F4959,F4612
F16849,F16594
F13393,F13021
F14084,F13736
F7196,F7101
F17985,F17620
F15149,F15070
F6691,F6362
F9405,F9214
F14242,F14113
F14295,F14051
F12744,F12346
F5146,F5031
F12043,F11742
F12030,F11974
F12524,F12338
F6067,F5698
F8374,F8022
F17328,F17094
F3406,F3264
F15682,F15444
F12176,F11969
F13193,F13049
F12471,F12197
F3391,F3321
F13129,F12872
F13848,F13663
F3845,F3805
F6181,F5808
F8505,F8319
F12901,F12642
F17426,F17382
F10647,F10623
F14404,F14164
F15609,F15481
F17953,F17658
F8493,F8443
F9320,F9316
F15344,F15248
F5679,F5341
F11773,F11400
F2731,F2668
F14527,F14195
F14776,F14627
F7473,F7346
F11948,F11854
F10898,F10518
F16209,F16206
F11984,F11645
F8427,F8379
F8406,F8211
F14825,F14498
F14900,F14584
F15868,F15705
F14353,F14177
F6604,F6236
F14613,F14268
F7112,F7083
F12955,F12810
F6545,F6281
F8062,F7703
F16026,F15921
F14834,F14498
F5831,F5627
F6310,F6088
F11936,F11835
F13162,F12943
F11216,F11164
F15260,F14968
F9797,F9690
F12862,F12836
F17306,F16973
F14291,F14252
F11863,F11479
F7024,F6956
F7634,F7451
F4103,F4064
F8003,F7808
F9306,F9273
F6859,F6683
F6051,F5746
F17237,F16867
F6510,F6140
F4071,F3879
F10847,F10828
F3227,F2870
F6148,F5996
F9626,F9344
F8366,F8092
F3206,F2894
F6782,F6507
F15655,F15337
F16758,F16706
F6004,F5732
F13725,F13634
F3939,F3692
F13322,F13076
F9132,F9020
F4698,F4364
F14840,F14506
F3745,F3729
F15835,F15571
F15602,F15445
F4581,F4308
F6039,F5921
F14669,F14344
F8589,F8204
F16266,F15885
F4830,F4730
F3804,F3676
F14179,F14048
F5879,F5673
F5539,F5306
F15313,F14962
F6245,F6112
F5114,F5112
F3919,F3879
F16652,F16388
F10074,F9921
F11664,F11515
F16524,F16432
F12242,F12178
F5377,F5364
F14007,F13760
F8624,F8604
F9087,F9054
F5060,F4809
F10923,F10737
F11276,F10968
F13466,F13162
F8274,F8128
F10125,F10062
F17999,F17758
F10891,F10570
F4125,F3860
F15591,F15455
F17694,F17592
F11295,F11033
F4473,F4075
F7343,F7307
F16317,F15993
F5038,F4655
F5073,F4966
F10832,F10785
F7098,F6910
F7365,F7358
F11605,F11372
F8544,F8334
F7138,F6777
F16484,F16427
F3623,F3394
F15737,F15385
F10484,F10361
F7280,F6892
F5861,F5819
F11076,F10721
F12884,F12710
F8859,F8591
F12852,F12596
F14105,F14025
F6228,F6012
F12231,F12151
F5134,F4755
F9588,F9209
F14757,F14692
F8534,F8284
F17317,F17045
F8396,F8225
F3246,F2941
F8530,F8136
F12489,F12154
F12576,F12492
F11474,F11387
F17739,F17367
F12193,F11797
F3589,F3573
F17398,F17032
F9435,F9218
F15433,F15324
F3305,F3018
F10839,F10626
F10767,F10472
F5185,F4827
F6234,F5836
F4311,F4102
F9930,F9531
F11125,F10966
F4340,F4256
F12388,F12356
F6644,F6524
F11559,F11499
F13082,F12855
F8436,F8247
F8749,F8588
F10416,F10111
F4634,F4455
F3652,F3361
F10193,F9883
F7187,F7122
F15295,F14984
F16064,F15808
F3245,F3233
F3782,F3454
F10968,F10659
F17373,F17318
F10602,F10302
F13850,F13581
F6311,F6003
F11164,F11084
F16151,F15991
F15627,F15302
F16301,F16055
F17900,F17628
F11288,F11251
F7924,F7622
F11215,F11100
F9353,F9266
F14221,F13933
F12894,F12688
F3727,F3543
F15930,F15586
F12709,F12661
F6700,F6532
F14756,F14606
F9952,F9607
F8590,F8537
F10255,F9954
F3813,F3761
F9621,F9553
F16684,F16496
F12207,F12064
F5114,F4833
F2949,F2881
F7502,F7208
F10975,F10783
F7468,F7235
F11971,F11625
F12104,F11894
F12071,F11956
F10659,F10309
F13518,F13188
F10901,F10584
F8520,F8435
F9841,F9458
F2789,F2434
F12782,F12599
F9534,F9306
F15374,F15101
F12208,F12046
F11066,F10715
F10939,F10911
F13838,F13681
F9208,F9195
F14134,F13837
F14680,F14580
F3755,F3622
F5852,F5839
F6371,F6154
F13893,F13854
F7964,F7653
F9807,F9562
F15419,F15052
F8756,F8478
F15327,F15293
F3912,F3696
F9825,F9511
F6451,F6427
F12634,F12512
F16444,F16418
F10997,F10940
F14732,F14433
F4031,F3657
F12069,F11845
F13199,F12925
F11336,F11121
F12870,F12661
F13261,F13012
F7622,F7564
F13150,F12807
F3640,F3329
F12250,F11922
F5295,F5046
F9729,F9685
F6988,F6866
F5792,F5733
F2972,F2867
F7217,F7211
F13718,F13440
F7727,F7476
F16519,F16403
F17298,F17102
F11971,F11779
F5675,F5548
F5374,F5067
F5839,F5636
F16043,F15778
F3756,F3599
F3965,F3697
F17997,F17669
F3823,F3449
F16530,F16529
F16649,F16341
F15896,F15800
F4741,F4518
F5574,F5358
F14059,F13690
F4790,F4659
F9470,F9242
F9439,F9373
F12181,F12054
F3765,F3632
F3880,F3530
F4677,F4651
F15952,F15734
F11394,F11122
F14842,F14791
F5189,F4802
F16066,F15901
F9315,F9097
F15026,F14917
F4816,F4603
F10048,F9719
F17952,F17675
F5976,F5697
F9661,F9386
F4340,F4200
F12753,F12597
F17143,F16970
F17451,F17143
F14951,F14658
F13249,F13219
F6346,F6138
F12239,F12128
F4291,F3893
F9098,F8793
F3256,F2982
F5965,F5598
F10075,F10010
F14654,F14633
F5560,F5383
F11902,F11743
F13826,F13683
F6780,F6440
F15481,F15344
F3935,F3903
F3436,F3160
F17344,F16997
F10499,F10215
F11524,F11185
F4213,F4142
F3355,F2959
F4732,F4705
F11649,F11516
F13608,F13493
F16769,F16621
F6512,F6469
F8494,F8319
F10440,F10212
F9800,F9441
F14601,F14396
F8289,F8284
F13410,F13280
F11395,F11002
F10549,F10263
F7281,F7026
F2748,F2369
F17439,F17321
F17851,F17642
F10901,F10691
F6777,F6606
F6126,F5826
F6608,F6599
F4240,F4089
F14839,F14543
F7713,F7655
F16174,F16137
F9342,F9152
F16969,F16798
F17559,F17402
F3384,F3201
F16008,F15900
F16093,F15953
F10041,F9728
F17128,F17070
F12867,F12669
F8954,F8723
F13652,F13259
F9011,F8714
F16707,F16632
F6847,F6607
F6141,F5768
F16719,F16506
F2855,F2632
F5337,F5325
F3014,F2941
F12605,F12586
F14268,F13985
F9754,F9627
F17166,F17039
F14086,F13959
F14061,F13899
F2714,F2341
F12019,F11696
F7523,F7223
F15414,F15308
F16817,F16720
F4426,F4341
F9173,F8824
F11123,F10922
F3480,F3180
F7624,F7510
F5831,F5433
F14410,F14134
F10271,F9955
F5600,F5309
F15650,F15506
F11719,F11604
F10988,F10776
F9090,F8987
F11994,F11868
F6173,F5927
F16869,F16631
F2976,F2741
F6524,F6438
F8505,F8349
F14455,F14056
F4986,F4917
F4534,F4370
F5785,F5420
F6890,F6735
F15499,F15358
F17192,F17129
F12737,F12401
F2868,F2749
F9732,F9650
F17919,F17664
F7709,F7607
F13152,F13022
F16032,F15993
F5709,F5374
F11282,F11165
F11744,F11357
F16956,F16564
F3854,F3614
F12955,F12936
F4374,F4097
F5151,F5020
F7911,F7899
F8443,F8346
F13248,F13221
F14333,F14247
F9636,F9339
F16975,F16728
F9270,F9248
F5159,F5069
F6890,F6627
F16985,F16592
F14371,F13999
F4871,F4501
F7468,F7440
F3267,F2988
F9935,F9836
F2989,F2842
F6990,F6899
F5284,F5037
F11156,F10983
F6819,F6503
F8831,F8452
F3000,F2898
F8438,F8427
F15178,F15031
F8537,F8152
F8298,F8149
F7671,F7409
F17580,F17454
F13153,F13002
F6345,F6295
F15340,F15229
F2927,F2541
F12908,F12765
F4654,F4437
F6951,F6798
F9859,F9524
F8766,F8724
F15532,F15155
F13734,F13656
F17332,F17264
F6549,F6178
F8835,F8484
F14192,F13911
F7831,F7600
F11191,F10903
F12821,F12747
F4515,F4115
F6179,F5933
F5724,F5411
F12160,F11994
F15367,F15064
F12932,F12727
F9216,F8909
F7602,F7281
F10397,F10070
F11934,F11684
F17577,F17241
F12525,F12163
F4424,F4398
F4468,F4295
F7738,F7656
F14902,F14589
F12617,F12454
F7496,F7256
F9380,F9156
F10065,F9812
F4100,F3995
F11732,F11583
F8069,F8008
F15747,F15735
F16264,F16098
F15788,F15638
F7047,F7032
F14410,F14049
F10338,F9983
F5356,F5266
F4300,F3943
F7828,F7464
F9818,F9658
F17041,F16896
F7323,F7316
F14842,F14496
F15766,F15613
F9951,F9772
F9862,F9698
F11912,F11715
F13071,F12943
F12356,F12297
F15011,F14933
F5911,F5588
F6145,F6095
F4357,F4329
F3471,F3290
F17524,F17458
F15014,F14958
F12568,F12340
F15347,F15190
F6135,F6111
F13241,F12878
F7650,F7399
F7029,F6820
F15271,F14878
F17581,F17466
F7326,F6999
F5985,F5896
F13074,F12924
F7717,F7589
F14984,F14722
F9275,F9243
F16867,F16823
F3445,F3399
F8498,F8496
F4050,F3770
F17170,F17129
F9325,F9284
F3677,F3311
F5920,F5583
F9550,F9446
F12485,F12238
F16212,F16167
F16932,F16905
F4047,F3911
F7698,F7334
F15453,F15362
F15893,F15697
F13634,F13548
F9849,F9815
F15704,F15660
F6851,F6560
F15534,F15238
F4318,F4276
F6709,F6683
F5662,F5397
F2775,F2453
F17473,F17107
F14913,F14555
F17132,F16885
F4920,F4529
F12350,F12204
F16231,F15974
F9648,F9493
F11376,F11265
F15672,F15380
F16751,F16696
F3739,F3501
F10814,F10685
F10967,F10633
F14741,F14426
F16332,F16038
F5684,F5407
F15943,F15552
F6070,F6034
F6770,F6520
F2967,F2870
F13485,F13137
F14757,F14369
F15664,F15620
F13297,F12951
F14356,F14048
F16642,F16257
F2715,F2519
F11732,F11684
F12517,F12497
F14719,F14384
F9461,F9455
F3421,F3144
F14049,F13932
F17635,F17353
F17599,F17468
F12459,F12061
F14205,F14070
F9750,F9483
F8222,F8081
F12045,F11951
F10021,F9869
F16989,F16700
F13515,F13193
F10340,F10100
F14087,F14068
F12772,F12439
F11295,F11243
F10575,F10363
F17797,F17645
F6234,F6069
F7425,F7304
F10948,F10784
F4868,F4531
F6910,F6512
F12668,F12628
F8229,F8214
F2740,F2724
F4425,F4115
F12192,F12120
F9699,F9566
F17242,F17241
F16706,F16317
F14728,F14556
F9277,F9052
F10310,F10130
F12789,F12670
F11343,F11166
F15677,F15306
F17872,F17730
F4007,F3870
F7284,F6951
F17646,F17637
F11066,F11000
F16435,F16142
F4725,F4494
F10748,F10531
F15163,F14803
F17646,F17478
F6283,F6145
F3122,F2781
F8652,F8500
F3896,F3638
F5750,F5681
F7209,F6996
F3353,F3235
F4669,F4374
F14443,F14175
F16623,F16453
F9791,F9446
F9131,F8761
F10151,F10022
F14524,F14350
F4978,F4656
F14525,F14349
F8502,F8306
F17420,F17176
F17170,F16926
F6134,F5865
F15351,F15127
F10517,F10306
F2995,F2970
F3973,F3930
F12676,F12358
F15719,F15348
F12378,F12304
F7949,F7878
F14674,F14403
F5757,F5701
F14804,F14712
F5610,F5472
F17606,F17511
F13899,F13524
F16668,F16383
F11735,F11377
F4885,F4526
F11282,F10892
F14070,F14048
F7833,F7664
F14818,F14552
F12951,F12711
F12714,F12621
F4771,F4768
F8269,F8134
F7095,F7019
F4070,F4049
F4587,F4462
F11967,F11934
F14675,F14308
F3446,F3170
F6543,F6305
F16840,F16550
F4570,F4446
F11761,F11683
F4473,F4193
F16225,F15963
F3067,F2989
F15279,F15092
F7827,F7506
F10153,F9898
F3030,F2797
F10902,F10894
F4272,F4227
F15517,F15435
F9367,F9016
F12219,F11839
F11120,F10941
F11632,F11379
F5564,F5323
F14927,F14652
F6909,F6630
F7723,F7707
F8260,F8003
F3602,F3529
F14394,F14286
F14146,F13857
F16442,F16070
F4221,F4092
F17857,F17837
F11709,F11387
F14516,F14450
F12123,F12002
F5130,F4998
F5150,F5025
F11894,F11649
F4828,F4596
F3356,F3085
F8697,F8420
F10316,F10197
F4870,F4492
F10638,F10477
F15862,F15467
F4764,F4461
F13235,F12971
F8044,F7673
F11789,F11734
F4635,F4526
F13603,F13549
F16445,F16156
F3474,F3153
F16474,F16266
F14141,F13858
F13508,F13163
F17334,F17019
F8710,F8687
F2764,F2405
F12311,F12081
F4465,F4313
F17427,F17382
F13257,F13231
F6252,F5945
F11305,F11138
F8021,F7693
F15105,F14795
F17046,F16914
F7485,F7314
F9179,F8912
F11408,F11194
F16576,F16320
F3882,F3695
F2979,F2969
F14885,F14691
F4379,F4371
F15413,F15016
F5647,F5402
F15276,F15065
F15232,F14971
F9489,F9252
F3109,F2799
F11538,F11336
F3440,F3354
F2948,F2775
F10114,F10101
F16753,F16559
F9000,F8637
F17874,F17721
F8813,F8788
F7643,F7490
F15131,F14953
F6068,F5717
F14215,F13886
F5430,F5157
F7109,F6879
F8070,F7732
F9648,F9539
F10752,F10467
F15870,F15672
F3238,F2941
F16849,F16457
F3329,F2949
F9782,F9420
F9173,F9111
F10892,F10871
F14690,F14644
F15929,F15793
F15347,F15330
F15286,F15047
F11082,F10883
F8828,F8661
F10971,F10949
F3399,F3103
F11561,F11249
F3050,F2919
F13334,F13201
F17711,F17323
F4417,F4351
F12946,F12612
F6855,F6514
F16062,F15929
F11359,F11233
F11495,F11281
F2902,F2762
F9991,F9922
F10244,F10052
F5143,F4828
F3753,F3530
F12325,F12206
F7747,F7400
F16043,F15990
F15676,F15359
F4271,F4118
F7022,F6928
F5231,F5077
F8143,F7961
F11046,F10792
F4673,F4552
F12558,F12369
F11006,F10739
F9746,F9668
F3218,F2978
F17765,F17516
F15705,F15395
F5925,F5740
F16237,F15866
F13802,F13733
F6742,F6344
F6888,F6534
F16796,F16667
F15891,F15534
F14127,F14117
F16469,F16181
F15059,F14675
F4526,F4158
F6795,F6609
F13830,F13450
F9764,F9580
F12339,F12293
F8123,F8107
F10595,F10381
F7274,F6898
F16350,F16094
F6848,F6522
F9893,F9826
F10557,F10332
F10763,F10441
F10213,F10192
F9880,F9867
F9593,F9456
F16124,F15866
F8545,F8454
F8018,F7698
F15977,F15750
F4686,F4324
F16656,F16429
F16906,F16709
F12072,F11998
F17966,F17804
F6272,F6115
F7390,F7251
F5311,F5102
F8893,F8792
F2896,F2542
F14461,F14354
F16888,F16558
F16129,F16022
F3737,F3396
F15407,F15123
F12351,F12094
F16615,F16490
F8404,F8312
F3496,F3176
F8271,F8198
F3293,F2923
F8532,F8290
F6580,F6372
F9642,F9253
F11131,F10903
F3687,F3414
F7515,F7359
F5070,F4959
F6847,F6688
F3994,F3683
F14663,F14424
F4455,F4420
F12832,F12601
F9944,F9872
F11744,F11515
F7597,F7275
F6790,F6472
F15287,F15271
F9639,F9634
F10161,F9917
F17701,F17667
F2989,F2739
F3303,F3101
F17465,F17293
F16838,F16517
F6570,F6395
F5791,F5757
F16185,F15902
F10719,F10703
F14164,F14082
F11947,F11733
F3207,F2832
F13987,F13807
F14716,F14496
F10087,F10039
F9728,F9637
F13719,F13354
F2928,F2803
F10866,F10663
F12632,F12366
F17538,F17204
F13755,F13741
F9531,F9483
F13591,F13337
F4042,F3827
F13553,F13477
F7033,F6644
F5583,F5487
F14325,F14043
F5908,F5528
F14397,F14251
F6532,F6214
F6214,F6035
F8963,F8780
F5310,F5111
F11803,F11638
F6490,F6343
F15458,F15308
F15913,F15661
F4768,F4714
F5597,F5523
F8496,F8476
F9800,F9517
F11794,F11711
F4767,F4486
F7660,F7422
F4794,F4627
F11698,F11681
F14451,F14285
F6618,F6485
F7122,F6916
F14053,F13701
F12198,F11968
F12000,F11894
F12535,F12449
F7181,F7176
F5809,F5415
F11005,F10899
F5146,F4988
F6162,F5770
F5763,F5751
F3627,F3465
F8292,F7918
F10210,F9953
F12023,F11920
F7492,F7185
F2900,F2542
F16177,F16084
F5580,F5448
F17579,F17334
F6454,F6330
F3475,F3196
F10264,F9906
F6782,F6426
F9829,F9707
F10831,F10817
F11153,F10820
F12404,F12254
F8732,F8669
F16886,F16644
F9139,F8899
F13451,F13167
F6576,F6545
F17332,F17175
F14789,F14709
F7491,F7342
F9187,F9050
F13749,F13539
F15333,F15283
F11585,F11445
F16091,F15892
F9240,F9012
F8605,F8492
F9643,F9476
F16114,F16090
F7374,F7168
F11714,F11432
F14507,F14473
F5457,F5149
F13404,F13038
F16818,F16635
F4348,F4019
F6683,F6463
F13893,F13758
F3458,F3104
F5854,F5458
F7064,F6898
F8580,F8272
F11675,F11322
F15774,F15713
F11748,F11713
F13492,F13366
F10096,F9763
F8965,F8917
F10813,F10484
F12987,F12742
F3719,F3672
F17433,F17100
